train_size,train_score_mean,train_score_std,val_score_mean,val_score_std,gap_mean,gap_std
4330,0.4093764434180138,0.016311194782451736,0.4023646776279327,0.02147260946695545,0.007011765790081115,0.026965311653149228
8660,0.4296535796766744,0.021426643863718203,0.4248660631812303,0.027161908813978806,0.004787516495444066,0.03459581416416605
12990,0.42976135488837575,0.026582537921931222,0.4275632736005912,0.025816866695797396,0.002198081287784537,0.037055929732763206
17321,0.4181975636510594,0.023085259247233664,0.41677443192314795,0.0236043778638709,0.0014231317279114752,0.03301659959554264
21651,0.43061290471571756,0.014030598900129329,0.43018658784407904,0.018952190273380184,0.0004263168716385213,0.023580568730518708
25981,0.44547169085100646,0.00550019340447186,0.4446702383151672,0.006588787918022171,0.0008014525358392421,0.008582788225004197
30312,0.4432435998944312,0.006040568763634848,0.44219471642342506,0.011119226116721677,0.0010488834710061234,0.012654076830136066
34642,0.4342763119912245,0.008953467468974801,0.4324404212082024,0.015200961575483804,0.0018358907830220983,0.01764181998936972
38972,0.43567176434363136,0.008722778226775519,0.4347496767042306,0.013585973210623912,0.0009220876394007704,0.016145139456607355
43303,0.4413320093296077,0.009099016708708177,0.4402549418067615,0.01359850270433217,0.0010770675228461979,0.01636188805930049
