train_size,train_score_mean,train_score_std,val_score_mean,val_score_std,gap_mean,gap_std
4330,0.9986605080831408,0.0005346806883505975,0.780343617217809,0.004132160903935242,0.2183168908653318,0.00416660979388591
8660,0.99364896073903,0.0014514786478033125,0.7959541843709588,0.0049602033996522105,0.1976947763680712,0.005168211298984425
12990,0.9899307159353349,0.0018439790511568844,0.8050434140033254,0.005083753465568934,0.18488730193200953,0.00540784689500263
17321,0.9864672940361411,0.0014594561800658373,0.812894882689821,0.00484977961891133,0.17357241134632007,0.005064619896254811
21651,0.9849060089603252,0.0010456693910153205,0.8199150193977461,0.00480346458905448,0.16499098956257907,0.0049159634390022345
25981,0.9835572148878027,0.0011550491467585207,0.8256234989839276,0.004512131601406062,0.15793371590387506,0.004657624944092731
30312,0.9823700184745314,0.0010018608021167648,0.8297801588767781,0.004195031949465859,0.15258985959775329,0.0043130056948556626
34642,0.9804687951042087,0.000551527625244206,0.8372806207278772,0.004840270030779477,0.14318817437633147,0.004871590776355242
38972,0.9798675972493072,0.0004356366710398046,0.8423055606872343,0.0052149186291083355,0.1375620365620729,0.005233082802457439
43303,0.9784587672909499,0.0005728575566113901,0.8469794938111953,0.004463537003802804,0.13147927347975463,0.004500147593633311
