train_size,train_score_mean,train_score_std,val_score_mean,val_score_std,gap_mean,gap_std
4330,1.0,0.0,0.9032329576944393,0.0037446299267059843,0.09676704230556066,0.0037446299267059843
8660,0.9998152424942264,0.00018762213405626194,0.9126362460742656,0.003191467958371626,0.08717899641996074,0.0031969782286560195
12990,0.999153194765204,0.00030405569912444466,0.9171254387585442,0.0029124610091155905,0.08202775600665979,0.002928289432038551
17321,0.9981525316090295,0.00040165180141852876,0.922039534454092,0.002764324479703541,0.07611299715493747,0.002793351749900288
21651,0.997238002863609,0.00046683400373164765,0.9259375577313873,0.003806460090309726,0.07130044513222167,0.0038349801050541117
25981,0.9966821908317616,0.0005423629561235616,0.9284869757990023,0.003035257875827699,0.06819521503275927,0.003083333901631344
30312,0.9963248878332014,0.0005134620337382941,0.9309994457786809,0.0030164216237777196,0.06532544205452051,0.003059810888353148
34642,0.9958720628139253,0.00031250779060618047,0.9331239608350268,0.003841979372452505,0.06274810197889846,0.003854668159198675
38972,0.9956686852098944,0.00029985345700483983,0.9359135414742287,0.0034804824273889467,0.059755143735665706,0.003493375162080507
43303,0.9953952382052051,0.00028154632527312243,0.9382597450581933,0.003555761588436571,0.05713549314701183,0.0035668906357044033
