train_size,train_score_mean,train_score_std,val_score_mean,val_score_std,gap_mean,gap_std
4330,0.7764896073903003,0.005177332570605858,0.7712359135414741,0.006498978568484084,0.005253693848826124,0.008309121191815155
8660,0.7833487297921478,0.004085475804024467,0.7795861814151117,0.007273801451159994,0.0037625483770360457,0.008342619498464892
12990,0.7871747498075443,0.0020802889304455258,0.7837797893958988,0.005838324029729898,0.0033949604116455534,0.006197872982746238
17321,0.7873910282316263,0.0018566827543205885,0.7859043044522447,0.004811557569729705,0.001486723779381638,0.005157359508218786
21651,0.7893584591935707,0.0018194725630462265,0.7876039164973212,0.005043989169699647,0.001754542696249528,0.005362117786073459
25981,0.790446865016743,0.001965853779240189,0.7880842416404951,0.005216881609376777,0.00236262337624793,0.005574982942360144
30312,0.7912114014251781,0.0014882070111270419,0.7893404766303344,0.005579528300317776,0.0018709247948437424,0.005774590562283586
34642,0.7918134056925121,0.0019353175223718814,0.7902641788287456,0.005080395680321606,0.001549226863766573,0.005436531447626333
38972,0.792363748332136,0.001515255029198452,0.7905043414003325,0.00539397794962368,0.00185940693180342,0.005602766809759057
43303,0.7924670346165392,0.00146646747102899,0.7911694069831887,0.005025619106254914,0.0012976276333505066,0.0052352052724549975
