train_size,train_score_mean,train_score_std,val_score_mean,val_score_std,gap_mean,gap_std
4330,0.8529330254041569,0.005812158104296014,0.850415665989285,0.0024324079941818203,0.002517359414871967,0.006300618261686187
8660,0.8657736720554274,0.004491664532176908,0.8643450951413264,0.0037446299267060003,0.0014285769141010318,0.0058478460613800515
12990,0.872963818321786,0.002698292551745826,0.8710881211897284,0.004168998662184334,0.0018756971320575966,0.004966017774847546
17321,0.8779978061312856,0.0013358263254065565,0.8757066321817846,0.004636801027951438,0.0022911739495010686,0.0048253865901563475
21651,0.8829430511292781,0.0016186899057523798,0.8806761500092369,0.004234708673754119,0.0022669011200411315,0.004533532239055217
25981,0.8873946345406261,0.0007841318858086593,0.884777387770183,0.004612077543954518,0.00261724677044306,0.004678260583356957
30312,0.8904130377408288,0.0005707978029527906,0.8888047293552559,0.004487101513232205,0.0016083083855729097,0.004523261005282194
34642,0.8929334334045379,0.0009627810479547975,0.8912063550711251,0.003761362534851036,0.0017270783334127904,0.0038826273919707966
38972,0.8948373191008929,0.0008565183637493823,0.8928690190282653,0.003952927411415335,0.0019683000726276045,0.004044658060622512
43303,0.8962935593376902,0.000979909152281731,0.894402364677628,0.004034961275768983,0.0018911946600621565,0.004152244506731361
