dataset,method,classifier,n_wavelengths,accuracy,f1_macro,f1_weighted,kappa,train_time,p_value
indian_pines,ALL_BANDS,SVM-RBF,200,0.8942634419348391,0.8857132578472589,0.8938562285680677,0.8791372661880754,0.3494608402252197,
indian_pines,ALL_BANDS,Random Forest,200,0.8578852688386968,0.8475488413383893,0.8550213715895887,0.836435230635175,6.321211099624634,
indian_pines,CCARS_50,SVM-RBF,50,0.756546072356586,0.7646843564074524,0.7571241064104862,0.7237068619986586,0.23485994338989258,0.024390243902439025
indian_pines,CCARS_50,Random Forest,50,0.7557465520687587,0.717509954271685,0.7458678525968281,0.7162108749161966,3.2588164806365967,1.0
indian_pines,CCARS_30,Random Forest,30,0.7453527883270038,0.7178693109600451,0.7350763227169376,0.7038473735235224,3.044215679168701,1.0
indian_pines,CCARS_30,SVM-RBF,30,0.7337597441535079,0.7366439987913183,0.7347961618770901,0.6988203549113192,0.2542908191680908,0.024390243902439025
indian_pines,CCARS_20,Random Forest,20,0.6857885268838697,0.5951563176018891,0.6710908138433406,0.6335432129426122,2.755972385406494,0.9135802469135802
indian_pines,CCARS_20,SVM-RBF,20,0.6723965620627623,0.6631132208154984,0.6741352872841473,0.6313948582298808,0.2594020366668701,0.0975609756097561
indian_pines,CCARS_10,Random Forest,10,0.6220267839296422,0.5130630159519982,0.6028097513627213,0.5589087451310324,2.392840623855591,0.012345679012345678
indian_pines,CCARS_10,SVM-RBF,10,0.5884469318408955,0.5561723154820793,0.5927841216817314,0.5404117716632164,0.28293704986572266,0.17073170731707318
indian_pines,ALL_BANDS,PLS-DA,200,0.5046971816909854,0.25570107759393157,0.3849494318304011,0.3950055963805258,0.05347323417663574,
indian_pines,CCARS_20,PLS-DA,20,0.4847091744953028,0.20834206483114093,0.3504823539651276,0.3702709721594756,0.0071451663970947266,1.0
indian_pines,CCARS_10,PLS-DA,10,0.4659204477313612,0.1865865826022162,0.32499735138219066,0.3463906092753848,0.005490303039550781,1.0
indian_pines,CCARS_50,PLS-DA,50,0.4647211672996202,0.18243157079785577,0.31528983142618006,0.34188613932124057,0.012163162231445312,1.0
indian_pines,CCARS_30,PLS-DA,30,0.46332200679592245,0.1789424212252983,0.3134264089223495,0.3401006837271695,0.010179996490478516,1.0
