train_size,train_score_mean,train_score_std,val_score_mean,val_score_std,gap_mean,gap_std
819,1.0,0.0,0.7125853658536586,0.002696639016797125,0.2874146341463414,0.002696639016797125
1639,1.0,0.0,0.7377560975609756,0.012046311586686847,0.2622439024390244,0.012046311586686847
2459,1.0,0.0,0.7526829268292683,0.006262168404246332,0.2473170731707317,0.006262168404246332
3279,1.0,0.0,0.7657560975609755,0.0044323187089172905,0.2342439024390245,0.0044323187089172905
4099,0.9999024152232252,0.00011951645488087767,0.7724878048780488,0.0021507714814681584,0.2274146103451764,0.002154089633344915
4919,0.9997967066476926,0.0001285740052924854,0.7788292682926828,0.004825078251269561,0.22096743835500976,0.004826791004975404
5739,0.9996863565081024,0.00023116395123575913,0.7827317073170732,0.004825078251269561,0.21695464919102925,0.00483061247702871
6559,0.9991462113127001,0.0004376490347433186,0.7883902439024391,0.003399268563938412,0.21075596741026104,0.0034273259908260364
7379,0.998780322536929,0.0005749614699985592,0.7897560975609756,0.004308176032355051,0.2090242249759534,0.004346373363822005
8199,0.9986583729723136,0.000539966913554804,0.7940487804878048,0.006219464370930436,0.20460959248450883,0.006242860027984532
