train_size,train_score_mean,train_score_std,val_score_mean,val_score_std,gap_mean,gap_std
819,0.5025641025641026,0.009189200352735929,0.5060487804878049,0.017306008144745828,-0.0034846779237023284,0.0195943696257045
1639,0.5408175716900548,0.004202361283153742,0.5408780487804878,0.014142640390533277,-6.047709043299765e-05,0.014753783161280799
2459,0.5771451809678732,0.012450726111836391,0.574829268292683,0.017303257972601228,0.002315912675190157,0.021317207067961613
3279,0.6117718816712412,0.009578226772773913,0.607609756097561,0.01964975897968086,0.004162125573680231,0.021859905216405483
4099,0.6367894608441083,0.008985486277240726,0.6374634146341464,0.01932938755060542,-0.0006739537900380954,0.02131582010432583
4919,0.6544419597479163,0.01262869038586269,0.6571707317073171,0.018247814892859628,-0.0027287719594007998,0.022191587803175563
5739,0.6754486844397979,0.007200909715722981,0.6754146341463415,0.012136836323967972,3.4050293456378e-05,0.014112260509527947
6559,0.6883976215886568,0.0041869147292442075,0.6892682926829268,0.009603687572546081,-0.0008706710942699702,0.01047669174601592
7379,0.6955414012738854,0.004456600495257792,0.696390243902439,0.008048632666787415,-0.0008488426285535589,0.00920009650923345
8199,0.7012074643249178,0.0029458283477400743,0.7031219512195122,0.0063870779720323605,-0.0019144868945943916,0.007033681089953541
