train_size,train_score_mean,train_score_std,val_score_mean,val_score_std,gap_mean,gap_std
819,1.0,0.0,0.6481951219512195,0.008355002562344064,0.35180487804878047,0.008355002562344064
1639,1.0,0.0,0.6711219512195122,0.010126622489547354,0.32887804878048776,0.010126622489547354
2459,1.0,0.0,0.6831219512195122,0.003000693951069212,0.31687804878048775,0.003000693951069212
3279,1.0,0.0,0.6927804878048779,0.004580173500216749,0.3072195121951221,0.004580173500216749
4099,0.9999512076116126,9.758477677483946e-05,0.6961951219512195,0.005582329561334589,0.30375608566039314,0.005583182436568611
4919,0.9998780239886156,9.959299625059603e-05,0.6988292682926828,0.003735451652502764,0.3010487556959328,0.003736779069344052
5739,0.9995818086774699,0.0002090956612649982,0.7093658536585365,0.0021684010508188183,0.2902159550189334,0.002178459114317274
6559,0.9992681811251716,0.00037840139185821845,0.7059512195121951,0.005409138058782097,0.2933169616129765,0.005422357619368644
7379,0.9987532185933053,0.0003775142506351661,0.7099512195121951,0.004989936332700267,0.28880199908111026,0.0050041964004058455
8199,0.998463227222832,0.00048541892284748684,0.7112195121951219,0.00762599892521476,0.28724371502771007,0.007641432531798936
