train_size,train_score_mean,train_score_std,val_score_mean,val_score_std,gap_mean,gap_std
819,0.46642246642246643,0.007119599383205494,0.46399999999999997,0.013649474345584415,0.0024224664224664627,0.015394701857720634
1639,0.4606467358145211,0.007973793411936325,0.4617560975609756,0.012797233490443276,-0.0011093617464544847,0.015078148639178557
2459,0.45953639690931275,0.006736487756274464,0.4633170731707317,0.013296240293738666,-0.003780676261418925,0.014905377326296557
3279,0.4628240317169869,0.008077070012685261,0.4635121951219512,0.013356949143512055,-0.0006881634049643037,0.01560920082554475
4099,0.4626982190778238,0.006630381123324938,0.4630243902439024,0.013417383310314088,-0.00032617116607858154,0.014966232950760813
4919,0.4649725553974385,0.004842309390025426,0.4639024390243902,0.013738442224831044,0.0010701163730482688,0.014566837508318303
5739,0.4656211883603415,0.004464789472203378,0.4639024390243902,0.013703757892228968,0.0017187493359512862,0.014412748710774286
6559,0.46580271382832744,0.0031117245871160617,0.46448780487804875,0.014102201953613886,0.0013149089502786926,0.014441431017962657
7379,0.4654831277950942,0.00292597083010013,0.4640975609756097,0.013980865652817828,0.001385566819484485,0.014283763849235891
8199,0.4657153311379436,0.003223783269997922,0.4640975609756097,0.013695420581849301,0.001617770162333887,0.014069730753843868
