train_size,train_score_mean,train_score_std,val_score_mean,val_score_std,gap_mean,gap_std
819,0.504029304029304,0.016297507900819123,0.5037073170731707,0.018486710824183048,0.00032198695613328,0.0246448217862136
1639,0.5397193410616229,0.0048442790094641065,0.5409756097560976,0.013564133690879653,-0.0012562686944747048,0.01440322053936518
2459,0.5546156974379828,0.007362400639371051,0.5585365853658537,0.008968183566268367,-0.003920887927870931,0.01160315731397697
3279,0.5783470570295822,0.004615452128671583,0.5815609756097562,0.013101534574598448,-0.0032139185801739467,0.013890738157544314
4099,0.5934130275676994,0.007617865454510387,0.5970731707317073,0.014824774672179833,-0.0036601431640078674,0.01666750785702312
4919,0.6102053262858304,0.006656856264628617,0.612780487804878,0.014129173771224777,-0.002575161519047686,0.015618811951790426
5739,0.6229656734622756,0.0052069064842292625,0.6271219512195122,0.010080461543874734,-0.004156277757236593,0.011345817734876853
6559,0.6313157493520354,0.00383453964259634,0.6348292682926829,0.0088431369316095,-0.003513518940647553,0.009638711794728522
7379,0.6395175498034964,0.0051718131346961665,0.6420487804878049,0.009748289558475558,-0.002531230684308494,0.011035252621308647
8199,0.6459324307842419,0.003709854915663826,0.6473170731707317,0.008443393765236616,-0.0013846423864898316,0.009222468312231363
