Run,Iteration,Ratio,Selected_Variables,Selected_Wavelengths,N_Components,Accuracy
406,1,1.0,88,88 wavelengths,3,0.4552380952380952
406,2,0.954548456661834,41,41 wavelengths,3,0.44952380952380955
406,3,0.9111627561154892,27,27 wavelengths,3,0.46285714285714286
406,4,0.8697490026177833,17,17 wavelengths,3,0.46285714285714286
406,5,0.8302175681319744,9,"1292.66, 1741.15, 2006.62, 2086.78, 2146.81, 2156.81, 2166.81, 2176.80, 2236.70",3,0.43047619047619046
406,6,0.7924828983539173,7,"1741.15, 2006.62, 2086.78, 2156.81, 2166.81, 2176.80, 2236.70",3,0.42857142857142855
406,7,0.7564633275546288,3,"1741.15, 2006.62, 2236.70",3,0.3657142857142857
406,8,0.7220809018385463,2,"1741.15, 2006.62",2,0.34095238095238095
406,9,0.6892612104349697,1,1741.15,1,0.2838095238095238
406,10,0.657933224657568,1,1741.15,1,0.2838095238095238
406,11,0.6280291441834253,1,1741.15,1,0.2838095238095238
406,12,0.5994842503189409,1,1741.15,1,0.2838095238095238
406,13,0.5722367659350217,1,1741.15,1,0.2838095238095238
406,14,0.5462277217684341,1,1741.15,1,0.2838095238095238
406,15,0.5214008287999685,1,1741.15,1,0.2838095238095238
406,16,0.49770235643321104,1,1741.15,1,0.2838095238095238
406,17,0.4750810162102796,1,1741.15,1,0.2838095238095238
406,18,0.4534878508128582,1,1741.15,1,0.2838095238095238
406,19,0.4328761281083058,1,1741.15,1,0.2838095238095238
406,20,0.4132012400115337,1,1741.15,1,0.2838095238095238
406,21,0.3944206059437655,1,1741.15,1,0.2838095238095238
406,22,0.37649358067924676,1,1741.15,1,0.2838095238095238
406,23,0.35938136638046264,1,1741.15,1,0.2838095238095238
406,24,0.3430469286314918,1,1741.15,1,0.2838095238095238
406,25,0.3274549162877728,1,1741.15,1,0.2838095238095238
406,26,0.31257158496882365,1,1741.15,1,0.2838095238095238
406,27,0.29836472402833386,1,1741.15,1,0.2838095238095238
406,28,0.28480358684358015,1,1741.15,1,0.2838095238095238
406,29,0.27185882427329405,1,1741.15,1,0.2838095238095238
406,30,0.25950242113997357,1,1741.15,1,0.2838095238095238
406,31,0.24770763559917106,1,1741.15,1,0.2838095238095238
406,32,0.2364489412645407,1,1741.15,1,0.2838095238095238
406,33,0.22570197196339195,1,1741.15,1,0.2838095238095238
406,34,0.21544346900318834,1,1741.15,1,0.2838095238095238
406,35,0.2056512308348651,1,1741.15,1,0.2838095238095238
406,36,0.19630406500402706,1,1741.15,1,0.2838095238095238
406,37,0.18738174228603838,1,1741.15,1,0.2838095238095238
406,38,0.17886495290574345,1,1741.15,1,0.2838095238095238
406,39,0.17073526474706904,1,1741.15,1,0.2838095238095238
406,40,0.1629750834620644,1,1741.15,1,0.2838095238095238
406,41,0.15556761439304717,1,1741.15,1,0.2838095238095238
406,42,0.1484968262254465,1,1741.15,1,0.2838095238095238
406,43,0.14174741629268048,1,1741.15,1,0.2838095238095238
406,44,0.1353047774579807,1,1741.15,1,0.2838095238095238
406,45,0.12915496650148833,1,1741.15,1,0.2838095238095238
406,46,0.1232846739442066,1,1741.15,1,0.2838095238095238
406,47,0.11768119524349983,1,1741.15,1,0.2838095238095238
