dataset,method,classifier,n_wavelengths,accuracy,f1_macro,f1_weighted,kappa,train_time,p_value
salinas,ALL_BANDS,SVM-RBF,204,0.9349563953488372,0.9697368083329427,0.9352880568853001,0.9276983791866112,4.791834115982056,
salinas,ALL_BANDS,Random Forest,204,0.9212209302325581,0.9546165723931888,0.9201005779013371,0.9122607193866724,38.13231015205383,
salinas,CCARS_50,SVM-RBF,50,0.913953488372093,0.9570585186113147,0.9141133843579379,0.9043811038519697,2.3364920616149902,0.047619047619047616
salinas,CCARS_50,Random Forest,50,0.9070130813953489,0.9468140338447064,0.9059766013093526,0.8964731100522405,19.02100372314453,1.0
salinas,CCARS_30,Random Forest,30,0.9042151162790698,0.9433246747968242,0.9031496559820026,0.8933654909237775,13.628355979919434,1.0
salinas,CCARS_30,SVM-RBF,30,0.9039970930232558,0.9483775142774264,0.9040108970238264,0.8933516570731034,2.2137725353240967,0.047619047619047616
salinas,CCARS_20,Random Forest,20,0.8892441860465117,0.9349713451547653,0.8880815990123673,0.8767011012824875,10.843750953674316,1.0
salinas,CCARS_20,SVM-RBF,20,0.8805595930232558,0.9351567815988788,0.880791171871372,0.8675148909364174,2.015630006790161,0.047619047619047616
salinas,CCARS_10,Random Forest,10,0.7929142441860465,0.8144756283884431,0.7878930923096946,0.7690861687300764,9.674231052398682,1.0
salinas,CCARS_10,SVM-RBF,10,0.7797238372093023,0.821151951396005,0.779067316959493,0.7566271136962246,2.6404292583465576,0.09523809523809523
salinas,ALL_BANDS,PLS-DA,204,0.5297238372093023,0.24948115242988522,0.3937727792015141,0.45480127252995173,0.3289639949798584,
salinas,CCARS_10,PLS-DA,10,0.44861918604651163,0.19886825234879607,0.3147451402795061,0.35336771851989224,0.055933475494384766,1.0
salinas,CCARS_20,PLS-DA,20,0.44240552325581395,0.18959525839423924,0.3033513337575592,0.3452699496399557,0.09738850593566895,1.0
salinas,CCARS_50,PLS-DA,50,0.42761627906976746,0.15106698175610223,0.263103527201109,0.33017416574883895,0.1364123821258545,1.0
salinas,CCARS_30,PLS-DA,30,0.4228924418604651,0.15231746673971885,0.2625957704381613,0.32276185860344075,0.0913400650024414,1.0
