train_size,train_score_mean,train_score_std,val_score_mean,val_score_std,gap_mean,gap_std
4330,1.0,0.0,0.9019582486606318,0.002595323750797863,0.09804175133936821,0.002595323750797863
8660,0.9999538106235566,5.657020191183729e-05,0.9126362460742656,0.002477451263881775,0.08731756454929096,0.0024780970426223725
12990,0.999615088529638,0.00027542022817548156,0.9181415111767967,0.0019264451012346306,0.08147357735284133,0.0019460336662450474
17321,0.9987645055135385,0.0002842453351444011,0.9227415481248846,0.0031425429410626344,0.07602295738865383,0.0031553718555780304
21651,0.9979677613043277,0.0005151482515763369,0.9262885645667837,0.0032642124904570242,0.07167919673754408,0.0033046120655771086
25981,0.9972749316808438,0.00033677907477353024,0.9291520413818585,0.0023280227603211805,0.06812289029898533,0.00235225638861472
30312,0.9967537608867776,0.00030989756045969515,0.9317938296693147,0.0030082642186343932,0.06495993121746291,0.0030241842052188004
34642,0.9965475434443739,0.00011775346720382005,0.9341215592093108,0.0035431655923847875,0.06242598423506307,0.0035451217601230518
38972,0.9961459509391357,0.00016179701088406024,0.937336042859782,0.0024561448150187187,0.05880990807935371,0.0024614681848592625
43303,0.9958617185876267,0.0002324959092654623,0.9392203953445408,0.0028428426472080458,0.056641323243085906,0.00285233389781246
