train_size,train_score_mean,train_score_std,val_score_mean,val_score_std,gap_mean,gap_std
4330,0.525635103926097,0.008956452392455133,0.5195824866063181,0.010982349120784675,0.006052617319778908,0.014171451290150744
8660,0.5292609699769054,0.0046446168393795275,0.5242564197302789,0.005600896291168526,0.0050045502466264935,0.007276160034597454
12990,0.5272363356428021,0.004170536652152291,0.5248475891372621,0.004970513540478833,0.002388746505539996,0.006488403565055819
17321,0.5252352635529126,0.004012964645450851,0.5245150563458341,0.005680460611151624,0.0007202072070785492,0.006954963551341125
21651,0.5259433744399796,0.0022639100172061146,0.5247367448734528,0.005532474971802447,0.00120662956652684,0.005977756090677059
25981,0.5264693429814095,0.0021181769031253395,0.5252355440605949,0.00452157651306953,0.001233798920814544,0.004993128033254871
30312,0.5271443652678808,0.002496504282796049,0.5253094402364678,0.004388897875602899,0.001834925031413026,0.005049253231567085
34642,0.5273771722186941,0.002198770575963589,0.5252540181045631,0.004359091507740932,0.0021231541141309984,0.0048822403483014185
38972,0.5275017961613466,0.001562860494000596,0.5253094402364678,0.004431845754995424,0.002192355924878875,0.004699339285450535
43303,0.5275616008128767,0.0011149920792190256,0.5253279142804359,0.004444687588172115,0.002233686532440826,0.004582407128701292
