train_size,train_score_mean,train_score_std,val_score_mean,val_score_std,gap_mean,gap_std
4330,0.5248960739030023,0.00984754905992953,0.5186957324958433,0.011675040384145463,0.006200341407158971,0.015273532350414112
8660,0.529445727482679,0.005016387441481539,0.5246813227415481,0.006521206683465373,0.004764404741130934,0.00822741025909898
12990,0.5268822170900693,0.0048322320091561035,0.524829115093294,0.005213936861835294,0.0020531019967753306,0.0071088398342850365
17321,0.5250736100687028,0.0042992421901847,0.5243672639940884,0.007027522440328815,0.0007063460746143946,0.008238298068119968
21651,0.5258879497482796,0.002528429914867382,0.5247921670053575,0.006272910527900724,0.0010957827429221023,0.006763310160375909
25981,0.5267310727069782,0.0020596826656047677,0.5256973951598005,0.004220581233240212,0.0010336775471776471,0.0046963388537638795
30312,0.527441277381895,0.0024125224420609966,0.5257897653796416,0.004146754212923896,0.0016515120022533303,0.0047974821558657245
34642,0.5277813059292189,0.002227685968737382,0.525826713467578,0.004242438601709179,0.0019545924616408694,0.004791750208909219
38972,0.5278764240993533,0.0015747962181696974,0.5258082394236098,0.004305918817991165,0.002068184675743545,0.004584857685456771
43303,0.5279772764011732,0.001107794482288611,0.5258821355994827,0.004330341126616255,0.002095140801690487,0.0044697945017476174
