train_size,train_score_mean,train_score_std,val_score_mean,val_score_std,gap_mean,gap_std
4330,0.8122863741339492,0.005914044182048695,0.8082024755218917,0.0034072468157098404,0.0040838986120574905,0.00682533877916612
8660,0.8178290993071593,0.004910323939941602,0.8143358581193423,0.0032964652537514154,0.00349324118781702,0.0059142171387558985
12990,0.8214780600461895,0.0031997234681253556,0.8182708294845742,0.003922244457850155,0.003207230561615315,0.005061840758025523
17321,0.8225853010796144,0.0007051986136875234,0.820469240716793,0.00421904455000878,0.0021160603628214147,0.004277574312587169
21651,0.8245531384231676,0.0011094941062949886,0.8224459634213931,0.0038457085021613288,0.002107175001774486,0.004002555565572981
25981,0.826265347754128,0.0008295929326262246,0.8228154443007574,0.003968007903861539,0.0034499034533705952,0.00405380206213513
30312,0.8259567168118236,0.0005903685262145437,0.8233327175318678,0.004258096817415326,0.0026239992799558243,0.00429882815465183
34642,0.8258414641186999,0.00143585615210564,0.82320339922409,0.004002093677606453,0.002638064894609826,0.00425187449178326
38972,0.8264446269116288,0.0012766342466362104,0.8236098281913911,0.004167361063463715,0.00283479872023773,0.004358519614841469
43303,0.8266124748862665,0.0011503418065501412,0.8243303159061519,0.004133977565158621,0.0022821589801146347,0.004291043786904515
