train_size,train_score_mean,train_score_std,val_score_mean,val_score_std,gap_mean,gap_std
4330,0.9999538106235566,9.237875288685693e-05,0.8287086643266213,0.0036354928384894365,0.17124514629693532,0.0036366663323286765
8660,0.9994226327944574,0.0003183383083623603,0.840458156290412,0.004600519176971363,0.15896447650404544,0.004611519920400678
12990,0.9985219399538107,0.0006147025335697179,0.8479401440975429,0.004176686775638843,0.15058179585626774,0.004221678768756977
17321,0.9971364239939957,0.00043296191349812213,0.8552928135968964,0.003293668698117819,0.14184361039709936,0.0033220038397781967
21651,0.9961295090296061,0.0005599143673988981,0.8602438573803806,0.004141236240801743,0.1358856516492255,0.004178916330934308
25981,0.9950502290135098,0.0003615570937474827,0.866857565121005,0.003873650649392246,0.12819266389250483,0.0038904874868808015
30312,0.9943190815518607,0.0004832365643599984,0.8705523739146498,0.004068737804035565,0.12376670763721087,0.004097333876452175
34642,0.9932971537440102,0.0005868961585520902,0.874690559763532,0.004560732250056412,0.11860659398047813,0.004598339456546007
38972,0.9925433644667967,0.00046374793585476736,0.8800295584703491,0.003756823004684522,0.11251380599644756,0.0037853376647977387
43303,0.9917696233517308,0.00023802690301778478,0.8837243672639941,0.0036358683283519056,0.10804525608773674,0.0036436513702154216
