Run,Iteration,Ratio,Selected_Variables,Selected_Wavelengths,N_Components,Accuracy
0,1,1.0,114,114 wavelengths,3,0.3893273205561819
0,2,0.954357540733128,53,53 wavelengths,3,0.38857572341225105
0,3,0.9107983155541839,30,30 wavelengths,3,0.38857572341225105
0,4,0.8692272405361663,16,16 wavelengths,3,0.38669673055242393
0,5,0.8295535716163387,10,"404.61, 414.29, 443.37, 453.07, 1186.45, 1234.00, 1452.18, 1462.15, 1472.12, 2445.72",3,0.4047350620067644
0,6,0.7916907065141517,5,"404.61, 414.29, 1234.00, 1462.15, 1472.12",3,0.3987222848553176
0,7,0.7555559956901182,4,"404.61, 414.29, 1234.00, 1462.15",3,0.3987222848553176
0,8,0.721070561932991,3,"404.61, 414.29, 1234.00",3,0.3791807591131154
0,9,0.6881591281814239,3,"404.61, 414.29, 1234.00",3,0.3791807591131154
0,10,0.656749853204277,2,"404.61, 414.29",2,0.30364524614806465
0,11,0.6267741747808766,2,"404.61, 414.29",2,0.30364524614806465
0,12,0.5981666600389132,2,"404.61, 414.29",2,0.30364524614806465
0,13,0.5708648626232861,2,"404.61, 414.29",2,0.30364524614806465
0,14,0.5448091863841141,2,"404.61, 414.29",2,0.30364524614806465
0,15,0.5199427552863595,1,404.61,1,0.21044720030063885
0,16,0.4962112892570966,1,404.61,1,0.21044720030063885
0,17,0.4735629856994175,1,404.61,1,0.21044720030063885
0,18,0.45194840641433354,1,404.61,1,0.21044720030063885
0,19,0.43132036968383947,1,404.61,1,0.21044720030063885
0,20,0.41163384727957264,1,404.61,1,0.21044720030063885
0,21,0.3928458661722489,1,404.61,1,0.21044720030063885
0,22,0.3749154147273229,1,404.61,1,0.21044720030063885
0,23,0.35780335318210865,1,404.61,1,0.21044720030063885
0,24,0.341472328208944,1,404.61,1,0.21044720030063885
0,25,0.3258866913779032,1,404.61,1,0.21044720030063885
0,26,0.3110124213410716,1,404.61,1,0.21044720030063885
0,27,0.29681704956852045,1,404.61,1,0.21044720030063885
0,28,0.28326958947387604,1,404.61,1,0.21044720030063885
0,29,0.27034046877477114,1,404.61,1,0.21044720030063885
0,30,0.2580014649405315,1,404.61,1,0.21044720030063885
0,31,0.24622564358619,1,404.61,1,0.21044720030063885
0,32,0.23498729967834794,1,404.61,1,0.21044720030063885
0,33,0.22426190142454666,1,404.61,1,0.21044720030063885
0,34,0.21402603672366552,1,404.61,1,0.21044720030063885
0,35,0.20425736206045553,1,404.61,1,0.21044720030063885
0,36,0.19493455373265248,1,404.61,1,0.21044720030063885
0,37,0.18603726130420398,1,404.61,1,0.21044720030063885
0,38,0.17754606318300636,1,404.61,1,0.21044720030063885
0,39,0.16944242422618255,1,404.61,1,0.21044720030063885
0,40,0.1617086552803589,1,404.61,1,0.21044720030063885
0,41,0.15432787456862446,1,404.61,1,0.21044720030063885
0,42,0.14728397083988307,1,404.61,1,0.21044720030063885
0,43,0.14056156820016055,1,404.61,1,0.21044720030063885
0,44,0.13414599254909704,1,404.61,1,0.21044720030063885
0,45,0.12802323954836076,1,404.61,1,0.21044720030063885
0,46,0.1221799440520617,1,404.61,1,0.21044720030063885
0,47,0.11660335093243673,1,404.61,1,0.21044720030063885
0,48,0.1112812872371222,1,404.61,1,0.21044720030063885
0,49,0.10620213561723678,1,404.61,1,0.21044720030063885
0,50,0.10135480896827219,1,404.61,1,0.21044720030063885
0,51,0.09672872622843623,1,404.61,1,0.21044720030063885
0,52,0.09231378928161843,1,404.61,1,0.21044720030063885
0,53,0.0881003609145615,1,404.61,1,0.21044720030063885
0,54,0.08407924378012192,1,404.61,1,0.21044720030063885
0,55,0.08024166032069831,1,404.61,1,0.21044720030063885
0,56,0.07657923360800463,1,404.61,1,0.21044720030063885
0,57,0.07308396905736299,1,404.61,1,0.21044720030063885
0,58,0.06974823697660097,1,404.61,1,0.21044720030063885
0,59,0.06656475591146033,1,404.61,1,0.21044720030063885
0,60,0.0635265767511622,1,404.61,1,0.21044720030063885
0,61,0.06062706755943346,1,404.61,1,0.21044720030063885
0,62,0.05785989909788212,1,404.61,1,0.21044720030063885
0,63,0.05521903101012169,1,404.61,1,0.21044720030063885
0,64,0.05269869863648607,1,404.61,1,0.21044720030063885
0,65,0.050293400430553095,1,404.61,1,0.21044720030063885
0,66,0.04799788595000907,1,404.61,1,0.21044720030063885
0,67,0.045807144395639814,1,404.61,1,0.21044720030063885
0,68,0.0437163936734301,1,404.61,1,0.21044720030063885
0,69,0.04172106995589601,1,404.61,1,0.21044720030063885
0,70,0.03981681771986371,1,404.61,1,0.21044720030063885
0,71,0.03799948023894836,1,404.61,1,0.21044720030063885
0,72,0.03626509050997986,1,404.61,1,0.21044720030063885
0,73,0.03460986259356866,1,404.61,1,0.21044720030063885
0,74,0.03303018334990966,1,404.61,1,0.21044720030063885
0,75,0.0315226045517841,1,404.61,1,0.21044720030063885
0,76,0.030083835357543567,1,404.61,1,0.21044720030063885
0,77,0.028710735127645604,1,404.61,1,0.21044720030063885
0,78,0.02740030656906009,1,404.61,1,0.21044720030063885
0,79,0.026149689192581947,1,404.61,1,0.21044720030063885
0,80,0.024956153068768163,1,404.61,1,0.21044720030063885
0,81,0.02381709286886909,1,404.61,1,0.21044720030063885
0,82,0.022730022177746417,1,404.61,1,0.21044720030063885
0,83,0.021692568066363528,1,404.61,1,0.21044720030063885
0,84,0.020702465912000683,1,404.61,1,0.21044720030063885
0,85,0.019757554454888377,1,404.61,1,0.21044720030063885
0,86,0.01885577108046814,1,404.61,1,0.21044720030063885
