train_size,train_score_mean,train_score_std,val_score_mean,val_score_std,gap_mean,gap_std
819,1.0,0.0,0.6718048780487805,0.0035633136327316473,0.32819512195121947,0.0035633136327316473
1639,1.0,0.0,0.6938536585365854,0.009118689908720314,0.3061463414634146,0.009118689908720314
2459,1.0,0.0,0.7067317073170731,0.006287954358759818,0.29326829268292687,0.006287954358759818
3279,1.0,0.0,0.7162926829268292,0.003155309586106584,0.28370731707317076,0.003155309586106584
4099,0.9999512076116126,9.758477677483946e-05,0.7252682926829268,0.004223387477446513,0.2746829149286858,0.004224514714533519
4919,1.0,0.0,0.7367804878048781,0.0033170731707317103,0.26321951219512185,0.0033170731707317103
5739,0.9998257536156124,0.00022040617948551266,0.7400975609756097,0.001585178225294823,0.2597281926400027,0.0016004277209247049
6559,0.9998475377344107,0.00023619352622091002,0.744390243902439,0.005387980983993791,0.2554572938319717,0.0053931555202596715
7379,0.9995121290147717,0.00016262366174277788,0.7446829268292682,0.002479661468710019,0.25482920218550353,0.0024849884214546668
8199,0.9992438102207586,0.0002604483047208396,0.7448780487804877,0.0035445662682117005,0.2543657614402709,0.0035541220222688164
