train_size,train_score_mean,train_score_std,val_score_mean,val_score_std,gap_mean,gap_std
819,0.4954822954822955,0.011280888363810599,0.49873170731707317,0.01472362886237151,-0.0032494118347776713,0.01854841473424661
1639,0.5179987797437462,0.009412598304174206,0.5178536585365854,0.017344464767201053,0.00014512120716081434,0.019733916613192168
2459,0.5407076047173647,0.012341862881755993,0.544,0.015909918935164264,-0.003292395282635363,0.020135717020150157
3279,0.5565721256480635,0.011158772800637361,0.5574634146341464,0.017881625436659516,-0.0008912889860829276,0.021077730871069417
4099,0.5686264942668944,0.010719233552346231,0.571609756097561,0.02137765572245895,-0.0029832618306666614,0.023914558999440633
4919,0.586420004065867,0.014865512756390156,0.5862439024390245,0.026255324379992534,0.00017610162684256192,0.030171601346448765
5739,0.6075622930824186,0.009527565405656338,0.6103414634146341,0.023225660182183753,-0.0027791703322155303,0.025103899965091783
6559,0.6269858210093002,0.006371098729304049,0.6267317073170732,0.02000452060748463,0.0002541136922270537,0.020994564624059648
7379,0.6400325247323486,0.005323976254114314,0.6400975609756098,0.016980655263641325,-6.503624326115176e-05,0.017795712302040707
8199,0.6487376509330407,0.0034289612666531053,0.6488780487804878,0.01281507143636336,-0.0001403978474471268,0.013265889766137186
